is_sarcastic,headline,article_link
0,Hậu trường nghề xuất bản 100 năm qua trong 'Những con chữ ngoài trang sách' của Trần Đình Ba,https://thanhnien.vn/hau-truong-nghe-xuat-ban-100-nam-qua-trong-nhung-con-chu-ngoai-trang-sach-cua-tran-dinh-ba-185230614144103877.htm 
0,'Chuyện người Việt kể' và giấc mơ lan tỏa niềm vui từ tri thức của Phạm Vĩnh Lộc,https://thanhnien.vn/chuyen-nguoi-viet-ke-va-giac-mo-lan-toa-niem-vui-tu-tri-thuc-cua-pham-vinh-loc-185230613113423299.htm 
0,Kỷ niệm 50 năm Chính phủ cách mạng lâm thời Cộng hòa miền Nam Việt Nam,https://thanhnien.vn/ky-niem-50-nam-chinh-phu-cach-mang-lam-thoi-cong-hoa-mien-nam-viet-nam-185230611075301189.htm 
0,Văn hóa bản địa là một trong những yếu tố giúp Thái Lan hút khách du lịch,https://thanhnien.vn/van-hoa-ban-dia-la-mot-trong-nhung-yeu-to-giup-thai-lan-hut-khach-du-lich-185230611170519814.htm 
0,Sự kiện văn hóa: Hội thảo về vai trò của Chính phủ Cách mạng lâm thời Cộng hòa miền Nam VN,https://thanhnien.vn/su-kien-van-hoa-hoi-thao-ve-vai-tro-chinh-phu-cach-mang-lam-thoi-cong-hoa-mien-nam-vn-185230610074809312.htm 
0,5 nhà hàng nhận sao Michelin được người nổi tiếng yêu thích năm 2022,https://thanhnien.vn/5-nha-hang-nhan-sao-michelin-duoc-nguoi-noi-tieng-yeu-thich-nam-2022-185230607132705976.htm 
0,Lần đầu tiên tại Việt Nam có 'Tuần lễ Sách của người làm báo',https://thanhnien.vn/lan-dau-tien-tai-viet-nam-co-tuan-le-sach-cua-nguoi-lam-bao-185230606134901652.htm 
0,Bức tranh trên bầu trời đêm Nha Trang được vẽ bằng 1.653 chiếc Drone Light,https://thanhnien.vn/buc-tranh-tren-bau-troi-dem-nha-trang-duoc-ve-bang-1653-chiec-drone-light-185230603224248416.htm 
0,Bình Định: Rộn ràng ngày hội văn hóa - thể thao của ngư dân,https://thanhnien.vn/binh-dinh-ron-rang-ngay-hoi-van-hoa-the-thao-cua-ngu-dan-185230601211606604.htm 
0,Khai mạc Hội sách thiếu nhi TP.HCM năm 2023 với nhiều hoạt động hấp dẫn,https://thanhnien.vn/khai-mac-hoi-sach-thieu-nhi-tphcm-nam-2023-voi-nhieu-hoat-dong-hap-dan-185230601181402518.htm 
0,Trùng tu,https://thanhnien.vn/trung-tu-nang-cap-dinh-ii-da-lat-185230601120821915.htm 
0,Khánh Hòa động thổ Cung văn hóa thiếu nhi hơn 544 tỉ đồng,https://thanhnien.vn/khanh-hoa-dong-tho-cung-van-hoa-thieu-nhi-hon-544-ti-dong-18523060110123584.htm 
0,Tuyển sinh nhiều ngành khoa học xã hội ứng dụng cao,https://thanhnien.vn/tuyen-sinh-nhieu-nganh-khoa-hoc-xa-hoi-ung-dung-cao-phu-hop-nguoi-di-lam-185230615160307434.htm 
0,Thi tốt nghiệp THPT 2023: Lên phương án cho những tình huống đặc biệt,https://thanhnien.vn/thi-tot-nghiep-thpt-2023-len-phuong-an-cho-nhung-tinh-huong-dac-biet-18523061400293869.htm 
0,Trường cao đẳng Đà Lạt lần đầu tuyển sinh lớp 10,https://thanhnien.vn/truong-cao-dang-da-lat-lan-dau-tuyen-sinh-lop-10-185230614114338031.htm 
0,Thí sinh tra cứu điểm thi lớp 10 trên Báo Thanh Niên điện tử,https://thanhnien.vn/thi-sinh-tra-cuu-diem-thi-lop-10-tren-bao-thanh-nien-dien-tu-185230613183138956.htm 
0,Bộ trưởng Nguyễn Kim Sơn lưu ý gì với TP.HCM về kỳ thi tốt nghiệp THPT 2023?,https://thanhnien.vn/bo-truong-nguyen-kim-son-luu-y-gi-voi-tphcm-ve-ky-thi-tot-nghiep-thpt-2023-185230613151557893.htm 
0,Chấm thi lớp 10 tại TP.HCM: Đảm bảo quyền lợi của thí sinh,https://thanhnien.vn/cham-thi-lop-10-tphcm-dam-bao-quyen-loi-cua-thi-sinh-185230613003349645.htm 
0,Sở GD-ĐT TP.HCM công bố chính thức đáp án 3 môn thi lớp 10,https://thanhnien.vn/so-gd-dt-tphcm-cong-bo-chinh-thuc-dap-an-3-mon-thi-lop-10-185230612101651523.htm 
0,Điểm chuẩn lớp 10 Trường Phổ thông Năng khiếu ĐH Quốc gia TP.HCM,https://thanhnien.vn/diem-chuan-lop-10-truong-pho-thong-nang-khieu-dh-quoc-giatphcm-185230612093912057.htm 
0,Bí quyết ôn thi tốt nghiệp THPT đạt điểm cao: Luyện đề tham khảo môn văn,https://thanhnien.vn/bi-quyet-on-thi-tot-nghiep-thpt-dat-diem-cao-luyen-de-tham-khao-mon-van-185230610143934827.htm 
0,Nếu mẹ được đưa con đi thi…,https://thanhnien.vn/neu-me-duoc-dua-con-di-thi-185230607131331013.htm 
0,Công nghệ thông tin - viễn thông Việt Nam là điểm sáng,https://tuoitre.vn/cong-nghe-thong-tin-vien-thong-viet-nam-la-diem-sang-doanh-thu-toi-148-ti-usd-20230612201147092.htm 
0,ChatGPT,https://tuoitre.vn/chatgpt-ai-tien-sau-vao-logistics-chung-khoan-20230611222844217.htm 
0,Thương mại điện tử của Việt Nam tăng trưởng trên 20%/năm,https://tuoitre.vn/thuong-mai-dien-tu-cua-viet-nam-tang-truong-tren-20-nam-20230607161249214.htm 
0,Viettel và hành trình phụng sự quân đội “chất lượng ISO”,https://tuoitre.vn/viettel-va-hanh-trinh-phung-su-quan-doi-chat-luong-iso-20230605224654327.htm 
0,Triển khai hạ tầng băng rộng cáp quang tốc độ 10.000 Mbps đầu tiên tại Việt Nam,https://tuoitre.vn/trien-khai-ha-tang-bang-rong-cap-quang-toc-do-10-000-mbps-dau-tien-tai-viet-nam-20230531115103976.htm 
0,Cốc Cốc làm sản phẩm tương tự ChatGPT miễn phí cho người Việt,https://tuoitre.vn/coc-coc-lam-san-pham-tuong-tu-chatgpt-mien-phi-cho-nguoi-viet-20230530161617388.htm 
0,Rộn ràng đêm khai mạc Lễ hội trái cây Ninh Sơn,https://tuoitre.vn/ron-rang-dem-khai-mac-le-hoi-trai-cay-ninh-son-20230616210629118.htm 
0,Bản sao của Toyota Innova đời mới gắn logo Suzuki Invicto,https://tuoitre.vn/ban-sao-cua-toyota-innova-doi-moi-gan-logo-suzuki-invicto-20230615130247827.htm 
0,Rolls-Royce đột ngột hứng thú với công nghệ pin nhiên liệu hydro,https://tuoitre.vn/rolls-royce-dot-ngot-hung-thu-voi-cong-nghe-pin-nhien-lieu-hydro-20230612133028348.htm 
0,Dàn siêu xe,https://tuoitre.vn/dan-sieu-xe-xe-sieu-sang-hang-tram-ti-xuat-hien-tai-tp-hcm-20230609125319367.htm 
0,Chân dung 7 lãnh đạo chaebol Hàn Quốc sắp sang Việt Nam: Thế hệ Chủ tịch F3 của Samsung,https://kenh14.vn/chan-dung-7-lanh-dao-chaebol-han-quoc-sap-sang-viet-nam-the-he-chu-tich-f3-cua-samsung-hyundai-sk-hanwha-20230616185026113.chn 
0,Cụ bà 93 tuổi nổi tiếng với 220.000 người theo dõi trên Instagram,https://kenh14.vn/cu-ba-93-tuoi-noi-tieng-voi-220000-nguoi-theo-doi-tren-instagram-20230616143624592.chn 
0,Nên đầu tư tiền cho việc học của con hay để dành mua một căn nhà?,https://kenh14.vn/nen-dau-tu-tien-cho-viec-hoc-cua-con-hay-de-danh-mua-mot-can-nha-20230615145139574.chn 
0,Cô gái trẻ kiếm thêm 56 triệu đồng/tháng nhờ việc sắp xếp tủ đồ,https://kenh14.vn/co-gai-tre-kiem-them-56-trieu-dong-thang-nho-viec-sap-xep-tu-do-go-trang-suc-bi-roi-cho-nguoi-giau-20230614150704018.chn 
0,3 mỹ nhân Việt có phong cách tối giản đáng tham khảo,https://kenh14.vn/3-my-nhan-viet-co-phong-cach-toi-gian-dang-tham-khao-20230616105829555.chn 
0,5 cách buộc tóc mùa hè của phụ nữ Pháp,https://kenh14.vn/5-cach-buoc-toc-mua-he-cua-phu-nu-phap-20230616101633399.chn 
0,4 kiểu tóc xoăn sang trọng,https://kenh14.vn/4-kieu-toc-xoan-sang-trong-khong-cong-tuoi-cua-song-hye-kyo-20230614212055163.chn 
0,Phạm Băng Băng chọn trang sức của NTK Việt lên trang bìa Tạp chí Vogue,https://kenh14.vn/pham-bang-bang-chon-trang-suc-cua-ntk-viet-len-trang-bia-tap-chi-vogue-20230615155518465.chn 
0,Huyền thoại Rod Stewart từ bỏ Rock'n Roll,https://kenh14.vn/huyen-thoai-rod-stewart-tu-bo-rockn-roll-thu-suc-voi-the-loai-am-nhac-moi-20230616091305874.chn 
0,Đen Vâu gửi 500 triệu doanh thu từ bài Nấu Ăn Cho Em để nuôi cơm và xây trường ở vùng sâu vùng xa,https://kenh14.vn/den-vau-gui-500-trieu-doanh-thu-tu-bai-nau-an-cho-em-de-nuoi-com-va-xay-truong-o-vung-sau-vung-xa-20230614145351551.chn 
0,Lãi suất liên ngân hàng qua đêm giảm xuống vùng 1%,https://vneconomy.vn/lai-suat-lien-ngan-hang-qua-dem-giam-xuong-vung-1.htm
0,Bài học về thị trường crypto qua các mùa downtrend,https://vneconomy.vn/bai-hoc-ve-thi-truong-crypto-qua-cac-mua-downtrend.htm
0,Kinh tế New Zealand rơi vào suy thoái,https://vneconomy.vn/kinh-te-new-zealand-roi-vao-suy-thoai.htm
0,Mỗi phút,https://vneconomy.vn/moi-phut-co-hon-6-000-ung-dung-duoc-tai-xuong-va-900-usd-duoc-chi-tieu-tai-viet-nam.htm
0,AI sẽ đóng góp thêm 15,https://vneconomy.vn/ai-se-dong-gop-them-15-7-nghin-ty-usd-cho-nen-kinh-te-toan-cau.htm
0,Sắp diễn ra diễn đàn Finovate Product Day 2 dành cho công nghệ tài chính,https://vneconomy.vn/sap-dien-ra-dien-dan-finovate-product-day-2-danh-cho-cong-nghe-tai-chinh.htm
0,Cao tốc Gia Nghĩa-Chơn Thành dự kiến được đầu tư 26.000 tỉ đồng theo hình thức PPP,https://thesaigontimes.vn/cao-toc-gia-nghia-chon-thanh-du-kien-duoc-dau-tu-26-000-ti-dong-theo-hinh-thuc-ppp/
0,Việt Nam - Nhật Bản mở thêm đường bay từ tháng 7 tới,https://thesaigontimes.vn/viet-nam-nhat-ban-mo-them-duong-bay-tu-thang-7-toi/
0,Cơn sốt cổ phiếu AI: Triển vọng thực sự hay chỉ là bong bóng?,https://thesaigontimes.vn/con-sot-co-phieu-ai-trien-vong-thuc-su-hay-chi-la-bong-bong/
0,TPHCM tăng tốc đón đầu phát triển kinh tế tuần hoàn,https://thesaigontimes.vn/tphcm-tang-toc-don-dau-phat-trien-kinh-te-tuan-hoan/
0,Cơn sốt AI và xe điện 'đốt nóng' chứng khoán Hàn Quốc,https://thesaigontimes.vn/con-sot-ai-va-xe-dien-dot-nong-chung-khoan-han-quoc/
0,Thu hút du khách Hồi giáo - thị trường tiềm năng nhưng nhiều thách thức,https://thesaigontimes.vn/thu-hut-du-khach-hoi-giao-thi-truong-tiem-nang-nhung-nhieu-thach-thuc/
0,Sức mạnh của biếm họa,https://tuyengiao.vn/van-hoa-xa-hoi/van-hoa/suc-manh-cua-biem-hoa-124105
0,Đĩa bay nhân tạo có người lái đầu tiên tại Trung Quốc,https://vtv.vn/the-gioi/dia-bay-nhan-tao-co-nguoi-lai-dau-tien-tai-trung-quoc-20230613225123331.htm
0,BLACKPINK sẽ có kì nghỉ ngắn trước khi tiếp tục lịch trình,https://vtv.vn/van-hoa-giai-tri/blackpink-se-co-ki-nghi-ngan-truoc-khi-tiep-tuc-lich-trinh-20230615095450651.htm
0,\Cô đơn trên sofa\ của Tùng Dương - Tăng Duy Tân gây sốt,https://vtv.vn/van-hoa-giai-tri/co-don-tren-sofa-cua-tung-duong-tang-duy-tan-gay-sot-20230613204812368.htm
0,Từ việc Ngô Diệc Phàm,https://phapluat.tuoitrethudo.com.vn/tu-viec-ngo-diec-pham-showbiz-viet-nen-co-quyen-luc-phong-sat-61268.html
0,Đang ngồi tù,https://kenh14.vn/dang-ngoi-tu-ngo-diec-pham-bong-co-dong-thai-bat-ngo-khien-ca-cbiz-soi-suc-2021111300094445.chn
0,Vì sao gọi là răng khôn?,https://cuoi.tuoitre.vn/vi-sao-goi-la-rang-khon-20221120151113106.htm
0,Cái giá môi trường phải trả cho mỗi chiếc xe điện,https://lifestyle.zingnews.vn/cai-gia-moi-truong-phai-tra-cho-moi-chiec-xe-dien-post1439653.html#zingweb_home_sectionlatest3
0,Lông mọc ngược,https://cuoi.tuoitre.vn/long-moc-nguoc-bai-hoc-canh-giac-ung-thu-hac-to-2021121119542115.htm
0,Tại sao chúng ta lại thường khó ngủ ở nơi lạ?,https://cuoi.tuoitre.vn/tai-sao-chung-ta-lai-thuong-kho-ngu-o-noi-la-2021112420415931.htm
0,Nhân viên 'giãy đành đạch' không chịu đi làm quá 4 ngày/tuần,https://cuoi.tuoitre.vn/nhan-vien-giay-danh-dach-khong-chiu-di-lam-qua-4-ngay-tuan-20230614171358917.htm
0,Thái Lan cho phép khách hàng mang thú cưng vào rạp phim,https://cuoi.tuoitre.vn/thai-lan-cho-phep-khach-hang-mang-thu-cung-vao-rap-phim-20230612151326709.htm
0,Cô gái đi làm bằng máy bay để tiết kiệm tiền thuê nhà,https://cuoi.tuoitre.vn/co-gai-di-lam-bang-may-bay-de-tiet-kiem-tien-thue-nha-20230612121150423.htm
0,Ảnh chế tràn ngập sau khi Michelin không 'chiều lòng' người Việt,https://cuoi.tuoitre.vn/anh-che-tran-ngap-sau-khi-michelin-khong-chieu-long-nguoi-viet-20230607205735956.htm
0,Chủ tịch ngân hàng gây sốt sau khi hát 'Cô đơn trên sofa',https://cuoi.tuoitre.vn/chu-tich-ngan-hang-gay-sot-sau-khi-hat-co-don-sofa-20230606154816571.htm
0,Em gái in tờ rơi 'sang nhượng anh trai ruột',https://cuoi.tuoitre.vn/em-gai-in-to-roi-sang-nhuong-anh-trai-ruot-20230603095244177.htm
0,Cô gái thay đổi ngoạn mục sau 4 năm đại học,https://cuoi.tuoitre.vn/co-gai-thay-doi-ngoan-muc-sau-4-nam-dai-hoc-20230531161045835.htm
0,Tổng thống Zelensky được thông báo tin xấu về khả năng Ukraine phải đầu hàng,https://doanhnghiepvn.vn/quoc-te/tong-thong-zelensky-duoc-thong-bao-tin-xau-ve-kha-nang-ukraine-phai-dau-hang/20230615104100446
0,Món mì ramen nguyên con ếch gây sốc ở Đài Loan,https://lifestyle.zingnews.vn/mon-mi-ramen-nguyen-con-ech-gay-soc-o-dai-loan-post1440143.html
0,Hãng phần mềm danh tiếng ăn mừng vì bán được 5 bản quyền một tuần,https://zingnews.vn/thu-mua-ban-quyen-winrar-sau-hon-20-nam-su-dung-post1440136.html
0,Khoản lỗ hơn 17.600 tỷ đồng của Bamboo Airways đến từ đâu,https://zingnews.vn/khoan-lo-hon-17600-ty-dong-cua-bamboo-airways-den-tu-dau-post1440186.html
0,1 chọi 9 vào lớp 6 trường chuyên Trần Đại Nghĩa,https://lifestyle.zingnews.vn/1-choi-9-vao-lop-6-truong-chuyen-tran-dai-nghia-post1440045.html
0,Đơn vị tổ chức show áo dài phản cảm bị xử phạt 85 triệu đồng,https://lifestyle.zingnews.vn/don-vi-to-chuc-show-ao-dai-phan-cam-bi-xu-phat-85-trieu-dong-post1440179.html
0,Cửa hàng burger ở New York của 'thánh rắc muối' đóng cửa,https://lifestyle.zingnews.vn/cua-hang-burger-o-new-york-cua-thanh-rac-muoi-dong-cua-post1440039.html
0,Loạt sản phẩm công nghệ làm quà tặng nhân Ngày của Cha,https://zingnews.vn/loat-san-pham-cong-nghe-lam-qua-tang-cho-ngay-cua-cha-post1430325.html
0,CLB Saudi Arabia từ chối lương 90 triệu euro/mùa cho Lukaku,https://zingnews.vn/clb-saudi-arabia-tu-choi-luong-90-trieu-euromua-cho-lukaku-post1440065.html
0,Trekking - xu hướng mới cho những tâm hồn mê khám phá,https://lifestyle.zingnews.vn/trekking-xu-huong-moi-cho-nhung-tam-hon-me-kham-pha-post1439842.html
0,Chelsea đại chiến Liverpool ở vòng 1 Premier League 2023/24,https://zingnews.vn/chelsea-dai-chien-liverpool-o-vong-1-premier-league-202324-post1440141.html
